exercise_name,group,current_involvement,reviewed_involvement,status,reviewer,reviewed_date,changes_made,notes
Sloper hanging,arms,"forearms:1.0, lats:0.4, biceps:0.4","forearms:primary, lats:secondary, biceps:secondary, teresMajor:secondary, traps:stabilizer, rhomboids:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added teresMajor:0.4; added traps:0.2; added rhomboids:0.2; added abs:0.2,"Hang/fingerboard mapping treats grip/forearms as primary, with lats/teres and scapular stabilizers maintaining shoulder position, biceps assisting elbow/shoulder control, and abs bracing body position."
Smith Machine Close-grip Bench Press,arms,"triceps:1.0, pectorals:0.7, deltoids:0.4","triceps:primary, pectorals:secondary, deltoids:secondary, biceps:stabilizer",done,Codex,2026-06-27,added biceps:0.2,"Close-grip press mapping follows ExRx close-grip push-up/close-grip bench mechanics: triceps are primary, pectorals remain a major synergist, anterior deltoids assist, and biceps stabilizes trace elbow/shoulder control."
Spider Curl,arms,"biceps:1.0, forearms:0.4","biceps:primary, forearms:secondary",done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Curl mapping follows biceps-curl EMG and elbow-flexor anatomy: biceps/brachialis are primary in the app's biceps bucket, brachioradialis and wrist flexor/extensor stabilization are represented by forearms, and supported/machine variants reduce grip demand slightly."
Standing Bicep Curl,arms,"biceps:1.0, forearms:0.4","biceps:primary, forearms:secondary",done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Curl mapping follows biceps-curl EMG and elbow-flexor anatomy: biceps/brachialis are primary in the app's biceps bucket, brachioradialis and wrist flexor/extensor stabilization are represented by forearms, and supported/machine variants reduce grip demand slightly."
Standing Rope Forearm,arms,forearms:1.0,forearms:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Wrist curl, reverse wrist curl, grip, and pinch-hold mappings are forearm-isolation patterns targeting wrist/finger flexors or extensors in the app's forearms bucket."
Straight Bar Cable Curls,arms,"biceps:1.0, forearms:0.4","biceps:primary, forearms:secondary",done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Curl mapping follows biceps-curl EMG and elbow-flexor anatomy: biceps/brachialis are primary in the app's biceps bucket, brachioradialis and wrist flexor/extensor stabilization are represented by forearms, and supported/machine variants reduce grip demand slightly."
Tricep Rope Pushdowns,arms,triceps:1.0,"triceps:primary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added forearms:0.2; added abs:0.2,"Triceps pushdown/press mapping follows triceps EMG and elbow-extension anatomy: triceps are primary, forearms stabilize the handle/grip, and abs brace standing cable posture."
Triceps Extensions on Cable With Bar,arms,triceps:1.0,"triceps:primary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added forearms:0.2; added abs:0.2,"Triceps pushdown/press mapping follows triceps EMG and elbow-extension anatomy: triceps are primary, forearms stabilize the handle/grip, and abs brace standing cable posture."
Triceps on Machine,arms,triceps:1.0,"triceps:primary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added forearms:0.2; added abs:0.2,"Triceps pushdown/press mapping follows triceps EMG and elbow-extension anatomy: triceps are primary, forearms stabilize the handle/grip, and abs brace standing cable posture."
Triceps Overhead (Dumbbell),arms,triceps:1.0,"triceps:primary, deltoids:stabilizer, traps:stabilizer, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added deltoids:0.2; added traps:0.2; added forearms:0.2; added abs:0.2,Overhead triceps extension mapping keeps triceps primary and adds trace deltoids/traps/forearms/abs because the shoulder is flexed overhead and the trunk stabilizes the long-head-biased position.
Triceps Pushdown,arms,triceps:1.0,"triceps:primary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added forearms:0.2; added abs:0.2,"Triceps pushdown/press mapping follows triceps EMG and elbow-extension anatomy: triceps are primary, forearms stabilize the handle/grip, and abs brace standing cable posture."
TRX dips,arms,"triceps:1.0, pectorals:0.7, deltoids:0.4","pectorals:primary, triceps:primary, deltoids:secondary, serratus:stabilizer, lats:stabilizer, traps:stabilizer, abs:stabilizer, obliques:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted pectorals 0.7->1.0; added serratus:0.2; added lats:0.2; added traps:0.2; added abs:0.2; added obliques:0.2; added forearms:0.2,"Dip mapping uses ExRx dip mechanics and dip EMG references: chest-oriented dips load pectorals and triceps as co-primary movers, anterior deltoids assist, and lats/traps/serratus/trunk stabilize the shoulder girdle and body position. Ring/TRX instability adds forearm and oblique stabilization."
TRX gorilla biceps curl,arms,"biceps:1.0, forearms:0.4","biceps:primary, forearms:secondary, deltoids:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added deltoids:0.2; added abs:0.2,"TRX/bodyweight curl mapping uses the curl pattern plus closed-chain shoulder/trunk stabilization, so deltoids and abs are trace stabilizers."
TRX hammer curl,arms,"biceps:1.0, forearms:0.7","biceps:primary, forearms:secondary",done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Hammer-curl mapping keeps biceps high because the app's biceps bucket includes brachialis, while forearms are major for brachioradialis and neutral-grip wrist stabilization."
Trx Single Arm Bicep Curl,arms,"biceps:1.0, forearms:0.4","biceps:primary, forearms:secondary, deltoids:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added deltoids:0.2; added abs:0.2,"TRX/bodyweight curl mapping uses the curl pattern plus closed-chain shoulder/trunk stabilization, so deltoids and abs are trace stabilizers."
TRX Tricep Extension,arms,triceps:1.0,"triceps:primary, deltoids:stabilizer, serratus:stabilizer, abs:secondary, obliques:stabilizer",done,Codex,2026-06-27,added deltoids:0.2; added serratus:0.2; added abs:0.4; added obliques:0.2,"TRX triceps extension mapping uses triceps elbow extension plus bodyweight plank stabilization, so deltoids/serratus assist shoulder position and abs/obliques brace."
"Wrist curl, cable",arms,forearms:1.0,forearms:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Wrist curl, reverse wrist curl, grip, and pinch-hold mappings are forearm-isolation patterns targeting wrist/finger flexors or extensors in the app's forearms bucket."
"Wrist curl, dumbbells",arms,forearms:1.0,forearms:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,"Wrist curl, reverse wrist curl, grip, and pinch-hold mappings are forearm-isolation patterns targeting wrist/finger flexors or extensors in the app's forearms bucket."
Zottman curl,arms,"biceps:1.0, forearms:0.7","biceps:primary, forearms:primary",done,Codex,2026-06-27,reweighted forearms 0.7->1.0,"Reverse/pronated curl mapping shifts primary credit to forearms because brachioradialis and wrist extensors dominate more while biceps/brachialis remain major elbow flexors. Zottman combines supinated curl and pronated lowering, so forearms and biceps are both high."
1-Arm Half-Kneeling Lat Pulldown,back,"lats:1.0, biceps:0.7, teresMajor:0.4, rhomboids:0.4","lats:primary, teresMajor:secondary, biceps:secondary, rhomboids:secondary, traps:secondary, deltoids:secondary, forearms:secondary, abs:stabilizer, pectorals:stabilizer, triceps:stabilizer",done,Codex,2026-06-27,reweighted teres 0.4->0.7; added traps:0.4; added deltoids:0.4; added forearms:0.4; added abs:0.2; added pectorals:0.2; added triceps:0.2,"Pulldown mapping follows NASM lat-pulldown biomechanics: latissimus dorsi is primary, teres major is major, biceps/brachialis/brachioradialis assist elbow flexion, rhomboids/traps/posterior delts retract and depress the scapulae, triceps long head/pectorals stabilize, and abs brace posture."
Alternating High Cable Row,back,"lats:1.0, rhomboids:1.0, biceps:0.7, traps:0.4, teresMajor:0.4","lats:primary, rhomboids:primary, traps:secondary, biceps:secondary, teresMajor:secondary, deltoids:secondary, forearms:secondary, lowerBack:secondary, pectorals:stabilizer, triceps:stabilizer, hamstrings:stabilizer, gluteMax:stabilizer, adductors:stabilizer, abs:stabilizer",done,Codex,2026-06-27,reweighted traps 0.4->0.7; added deltoids:0.4; added forearms:0.4; added lowerBack:0.4; added pectorals:0.2; added triceps:0.2; added hamstrings:0.2; added glutes:0.2; added adductors:0.2; added abs:0.2,"Cable/seated row mapping follows ExRx cable seated row: lats/rhomboids/traps are central back contributors, biceps/forearms and posterior delts assist, lowerBack extends/braces the row, pectorals/triceps are trace dynamic stabilizers, and hamstrings/glutes/adductors stabilize the seated pull."
Alternative DB Gorilla rows,back,"lats:1.0, rhomboids:1.0, biceps:0.7, traps:0.7, teresMajor:0.4, forearms:0.4","lats:primary, rhomboids:primary, traps:secondary, biceps:secondary, teresMajor:secondary, deltoids:secondary, forearms:secondary, lowerBack:secondary, pectorals:stabilizer, triceps:stabilizer, hamstrings:stabilizer, gluteMax:stabilizer, adductors:stabilizer, quads:stabilizer, abs:stabilizer, obliques:stabilizer",done,Codex,2026-06-27,added deltoids:0.4; added lowerBack:0.4; added pectorals:0.2; added triceps:0.2; added hamstrings:0.2; added glutes:0.2; added adductors:0.2; added quads:0.2; added abs:0.2; added obliques:0.2,"Free-row mapping follows ExRx bent-over row: lats/rhomboids/traps are major back movers, biceps/forearms assist pulling, teres/posterior deltoid contribute shoulder extension/retraction, pectorals and triceps long head are low dynamic stabilizers, and lowerBack/hamstrings/glutes/adductors/quads/abs/obliques stabilize the bent-over position."
Archer Pull Up,back,"lats:1.0, biceps:0.7, teresMajor:0.4, rhomboids:0.4, forearms:0.4","lats:primary, biceps:secondary, teresMajor:secondary, rhomboids:secondary, traps:secondary, deltoids:secondary, forearms:secondary, abs:secondary, pectorals:stabilizer, triceps:stabilizer",done,Codex,2026-06-27,reweighted teres 0.4->0.7; added traps:0.4; added deltoids:0.4; added abs:0.4; added pectorals:0.2; added triceps:0.2,"Pull-up mapping follows NASM pull-up/pulldown mechanics: lats are primary, biceps and teres are major, rhomboids/traps/posterior delts stabilize scapulae, forearms grip, abs brace the closed-chain body, and pectorals/triceps long head stabilize shoulder/elbow control."
Back bridge,back,"glutes:1.0, lowerBack:0.7, hamstrings:0.7, quads:0.4, deltoids:0.2","lowerBack:primary, gluteMax:secondary, hamstrings:secondary, quads:secondary, deltoids:stabilizer, traps:stabilizer, abs:stabilizer",done,Codex,2026-07-19,reweighted glutes 1.0->0.7; reweighted lowerBack 0.7->1.0; reweighted hamstrings 0.7->0.4; added traps:0.2; added abs:0.2,"Back-bridge mapping is inferred from bridge-extension mechanics: lowerBack and glutes provide the main posterior-chain extension, hamstrings and quadriceps support the leg position, shoulders/traps stabilize the upper contact, and abs provide antagonist control."
Back Lever,back,"lats:1.0, lowerBack:1.0, abs:0.4, biceps:0.4, teresMajor:0.4","lats:primary, lowerBack:primary, abs:secondary, biceps:secondary, teresMajor:secondary, forearms:secondary, serratus:stabilizer, pectorals:stabilizer",done,Codex,2026-06-27,reweighted abs 0.4->0.7; added forearms:0.4; added serratus:0.2; added pectorals:0.2,"Back/front lever mapping uses closed-chain shoulder-extension and anti-extension mechanics: lats are primary, abs/lowerBack brace bodyline, forearms/biceps grip/control, and teres/serratus/pectorals assist shoulder stabilization."
Band pull-aparts,back,"rhomboids:1.0, deltoids:1.0, traps:0.4, teresMajor:0.4","rhomboids:primary, deltoids:primary, traps:secondary, externalRotators:secondary, forearms:stabilizer",done,Codex,2026-06-27,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
Banded Scapular Retraction,back,"rhomboids:1.0, traps:1.0, teresMajor:0.4, deltoids:0.4","rhomboids:primary, traps:primary, deltoids:secondary, teresMajor:secondary, forearms:stabilizer",done,Codex,2026-06-27,reweighted deltoids 0.4->0.7; added forearms:0.2,"Scapular retraction/pull-apart mapping keeps rhomboids and traps primary or co-primary, rear deltoids major, teres assisting external rotation, and forearms as trace grip/band stabilizers."
Barbell Row (Overhand),back,"lats:1.0, rhomboids:1.0, traps:0.7, biceps:0.7, teresMajor:0.4, lowerBack:0.4","lats:primary, rhomboids:primary, traps:secondary, biceps:secondary, teresMajor:secondary, deltoids:secondary, forearms:secondary, lowerBack:secondary, pectorals:stabilizer, triceps:stabilizer, hamstrings:stabilizer, gluteMax:stabilizer, adductors:stabilizer, quads:stabilizer, abs:stabilizer, obliques:stabilizer",done,Codex,2026-06-27,added deltoids:0.4; added forearms:0.4; added pectorals:0.2; added triceps:0.2; added hamstrings:0.2; added glutes:0.2; added adductors:0.2; added quads:0.2; added abs:0.2; added obliques:0.2,"Free-row mapping follows ExRx bent-over row: lats/rhomboids/traps are major back movers, biceps/forearms assist pulling, teres/posterior deltoid contribute shoulder extension/retraction, pectorals and triceps long head are low dynamic stabilizers, and lowerBack/hamstrings/glutes/adductors/quads/abs/obliques stabilize the bent-over position."
